date,lat,lon,wind_speed_ms,wind_dir_deg,temp_celsius,pressure_hpa,source
2026-08-29,-70.29,-49.09,14.86,319.5,-19.8,1000.1,demo_simulation
2026-08-29,-70.29,-16.36,5.24,154.3,-15.7,972.5,demo_simulation
2026-08-29,-70.29,16.36,12.54,268.5,-20.0,960.8,demo_simulation
2026-08-29,-70.29,49.09,6.1,299.7,-19.8,993.6,demo_simulation
2026-08-29,-70.29,81.82,7.06,180.6,-14.5,992.8,demo_simulation
2026-08-29,-70.29,114.55,14.32,180.6,-17.1,990.0,demo_simulation
2026-08-29,-70.29,147.27,14.94,306.3,-12.4,1004.6,demo_simulation
2026-08-29,-70.29,180.0,9.56,237.1,-14.1,1009.6,demo_simulation
2026-08-29,-67.71,-180.0,15.42,19.9,-14.8,986.8,demo_simulation
2026-08-29,-67.71,-147.27,7.7,115.4,-15.5,971.2,demo_simulation
2026-08-29,-67.71,-114.55,17.73,178.5,-14.2,1002.1,demo_simulation
2026-08-29,-67.71,-81.82,16.86,67.6,-15.8,982.8,demo_simulation
2026-08-29,-67.71,-49.09,12.88,101.9,-12.8,977.7,demo_simulation
2026-08-29,-67.71,-16.36,15.39,166.0,-12.3,1007.8,demo_simulation
2026-08-29,-67.71,16.36,14.94,218.3,-19.1,984.4,demo_simulation
2026-08-29,-67.71,49.09,11.03,265.7,-12.3,963.7,demo_simulation
2026-08-29,-67.71,81.82,6.67,117.4,-16.0,976.4,demo_simulation
2026-08-29,-67.71,114.55,11.79,21.6,-12.9,995.2,demo_simulation
2026-08-29,-67.71,147.27,10.88,247.3,-15.4,984.1,demo_simulation
2026-08-29,-67.71,180.0,17.8,53.1,-18.0,988.7,demo_simulation
2026-08-29,-65.14,-180.0,14.56,246.6,-7.0,1007.6,demo_simulation
2026-08-29,-65.14,-147.27,17.37,325.8,-15.4,964.4,demo_simulation
2026-08-29,-65.14,-114.55,9.62,343.4,-16.2,1004.9,demo_simulation
2026-08-29,-65.14,-81.82,16.63,47.3,-14.6,991.0,demo_simulation
2026-08-29,-65.14,-49.09,11.39,33.1,-14.9,987.7,demo_simulation
2026-08-29,-65.14,-16.36,7.42,285.7,-12.7,972.6,demo_simulation
2026-08-29,-65.14,16.36,14.11,4.0,-12.4,993.4,demo_simulation
2026-08-29,-65.14,49.09,16.6,118.7,-12.5,983.8,demo_simulation
2026-08-29,-65.14,81.82,5.45,352.3,-14.7,963.8,demo_simulation
2026-08-29,-65.14,114.55,15.75,306.0,-13.6,981.4,demo_simulation
2026-08-29,-65.14,147.27,14.66,7.4,-16.7,999.9,demo_simulation
2026-08-29,-65.14,180.0,11.47,136.8,-10.7,964.1,demo_simulation
2026-08-29,-62.57,-180.0,7.95,303.5,-9.4,976.0,demo_simulation
2026-08-29,-62.57,-147.27,13.97,258.8,-11.7,977.5,demo_simulation
2026-08-29,-62.57,-114.55,9.21,271.6,-12.0,999.0,demo_simulation
2026-08-29,-62.57,-81.82,11.71,269.8,-10.2,974.9,demo_simulation
2026-08-29,-62.57,-49.09,10.64,201.0,-13.3,1000.4,demo_simulation
2026-08-29,-62.57,-16.36,8.17,54.1,-15.2,972.0,demo_simulation
2026-08-29,-62.57,16.36,13.01,102.8,-12.3,969.1,demo_simulation
2026-08-29,-62.57,49.09,6.22,38.4,-12.0,975.4,demo_simulation
2026-08-29,-62.57,81.82,14.39,136.3,-9.1,967.2,demo_simulation
2026-08-29,-62.57,114.55,16.57,118.1,-15.5,966.2,demo_simulation
2026-08-29,-62.57,147.27,17.03,201.7,-11.2,994.7,demo_simulation
2026-08-29,-62.57,180.0,16.61,328.1,-15.3,971.2,demo_simulation
2026-08-29,-60.0,-180.0,8.88,52.7,-4.5,992.9,demo_simulation
2026-08-29,-60.0,-147.27,9.01,333.4,-10.3,972.4,demo_simulation
2026-08-29,-60.0,-114.55,13.74,298.9,-11.6,1008.5,demo_simulation
2026-08-29,-60.0,-81.82,9.79,222.6,-13.7,992.0,demo_simulation
2026-08-29,-60.0,-49.09,7.9,72.1,-13.4,971.3,demo_simulation
2026-08-29,-60.0,-16.36,9.64,240.7,-8.8,1000.9,demo_simulation
2026-08-29,-60.0,16.36,14.85,159.2,-2.5,1008.4,demo_simulation
2026-08-29,-60.0,49.09,10.25,293.2,-5.4,964.4,demo_simulation
2026-08-29,-60.0,81.82,6.79,141.0,-10.3,972.9,demo_simulation
2026-08-29,-60.0,114.55,17.11,100.5,-8.1,960.2,demo_simulation
2026-08-29,-60.0,147.27,12.16,130.0,-8.4,1009.6,demo_simulation
2026-08-29,-60.0,180.0,15.17,145.7,-10.4,996.5,demo_simulation
2026-08-28,-78.0,-180.0,13.43,24.5,-23.0,963.5,demo_simulation
2026-08-28,-78.0,-147.27,10.57,109.1,-25.0,1006.6,demo_simulation
2026-08-28,-78.0,-114.55,10.79,58.6,-20.4,969.5,demo_simulation
2026-08-28,-78.0,-81.82,13.6,204.3,-26.0,964.4,demo_simulation
2026-08-28,-78.0,-49.09,9.81,243.1,-19.9,998.7,demo_simulation
2026-08-28,-78.0,-16.36,12.44,38.6,-27.0,1007.7,demo_simulation
2026-08-28,-78.0,16.36,6.41,225.0,-21.8,1004.4,demo_simulation
2026-08-28,-78.0,49.09,5.09,43.6,-27.5,980.8,demo_simulation
2026-08-28,-78.0,81.82,5.13,191.3,-22.1,993.0,demo_simulation
2026-08-28,-78.0,114.55,14.22,166.1,-18.7,973.2,demo_simulation
2026-08-28,-78.0,147.27,5.43,26.0,-27.3,992.8,demo_simulation
2026-08-28,-78.0,180.0,5.32,326.6,-26.3,982.6,demo_simulation
2026-08-28,-75.43,-180.0,15.44,188.0,-21.0,1004.7,demo_simulation
2026-08-28,-75.43,-147.27,17.73,358.1,-22.3,976.8,demo_simulation
2026-08-28,-75.43,-114.55,15.6,276.3,-19.0,997.6,demo_simulation
2026-08-28,-75.43,-81.82,12.68,81.3,-21.8,981.4,demo_simulation
2026-08-28,-75.43,-49.09,14.3,24.3,-19.5,973.1,demo_simulation
2026-08-28,-75.43,-16.36,16.93,306.8,-27.7,995.0,demo_simulation
2026-08-28,-75.43,16.36,6.48,257.8,-21.3,982.3,demo_simulation
2026-08-28,-75.43,49.09,15.9,317.0,-18.9,996.6,demo_simulation
2026-08-28,-75.43,81.82,10.54,126.5,-23.0,961.0,demo_simulation
2026-08-28,-75.43,114.55,9.4,311.7,-21.7,981.9,demo_simulation
2026-08-28,-75.43,147.27,17.82,297.4,-23.9,985.2,demo_simulation
2026-08-28,-75.43,180.0,6.64,48.1,-24.1,994.7,demo_simulation
2026-08-28,-72.86,-180.0,15.2,192.6,-16.5,992.7,demo_simulation
2026-08-28,-72.86,-147.27,5.32,109.2,-26.2,979.1,demo_simulation
2026-08-28,-72.86,-114.55,8.9,161.2,-14.3,971.3,demo_simulation
2026-08-28,-72.86,-81.82,5.87,350.4,-13.0,977.3,demo_simulation
2026-08-28,-72.86,-49.09,16.02,293.9,-16.7,973.6,demo_simulation
2026-08-28,-72.86,-16.36,17.91,331.3,-16.3,988.6,demo_simulation
2026-08-28,-72.86,16.36,17.31,152.0,-17.9,974.3,demo_simulation
2026-08-28,-72.86,49.09,15.87,293.2,-17.4,975.7,demo_simulation
2026-08-28,-72.86,81.82,8.76,225.4,-21.4,971.3,demo_simulation
2026-08-28,-72.86,114.55,6.26,134.2,-22.4,976.0,demo_simulation
2026-08-28,-72.86,147.27,16.4,43.6,-11.2,977.6,demo_simulation
2026-08-28,-72.86,180.0,17.95,212.1,-22.7,960.4,demo_simulation
2026-08-28,-70.29,-180.0,13.96,240.4,-20.2,962.3,demo_simulation
2026-08-28,-70.29,-147.27,13.05,175.8,-14.9,983.2,demo_simulation
2026-08-28,-70.29,-114.55,13.58,25.7,-15.7,1007.6,demo_simulation
2026-08-28,-70.29,-81.82,14.54,318.8,-19.3,970.1,demo_simulation
2026-08-28,-70.29,-49.09,6.08,99.5,-14.9,979.0,demo_simulation
2026-08-28,-70.29,-16.36,9.35,261.9,-16.1,985.8,demo_simulation
2026-08-28,-70.29,16.36,11.66,120.4,-16.1,977.1,demo_simulation
2026-08-28,-70.29,49.09,13.72,190.2,-11.3,976.1,demo_simulation
2026-08-28,-70.29,81.82,14.43,246.9,-17.6,983.5,demo_simulation
2026-08-28,-70.29,114.55,16.28,344.9,-16.0,972.3,demo_simulation
2026-08-28,-70.29,147.27,15.14,68.7,-17.8,984.4,demo_simulation
2026-08-28,-70.29,180.0,9.33,194.3,-17.4,966.6,demo_simulation
2026-08-28,-67.71,-180.0,8.86,240.7,-21.2,978.9,demo_simulation
2026-08-28,-67.71,-147.27,10.36,63.2,-15.7,997.1,demo_simulation
2026-08-28,-67.71,-114.55,8.08,13.4,-10.3,979.3,demo_simulation
2026-08-28,-67.71,-81.82,11.25,75.8,-12.6,986.0,demo_simulation
2026-08-28,-67.71,-49.09,16.74,139.0,-17.6,984.1,demo_simulation
2026-08-28,-67.71,-16.36,11.45,354.4,-16.2,999.5,demo_simulation
2026-08-28,-67.71,16.36,8.07,236.4,-14.4,963.5,demo_simulation
2026-08-28,-67.71,49.09,16.92,353.8,-13.4,997.6,demo_simulation
2026-08-28,-67.71,81.82,12.74,149.8,-15.7,1008.2,demo_simulation
2026-08-28,-67.71,114.55,12.8,121.0,-20.2,1007.2,demo_simulation
2026-08-28,-67.71,147.27,9.56,36.4,-16.2,987.9,demo_simulation
2026-08-28,-67.71,180.0,11.45,149.4,-18.2,1007.2,demo_simulation
2026-08-28,-65.14,-180.0,10.01,276.5,-15.8,985.9,demo_simulation
2026-08-28,-65.14,-147.27,5.56,67.7,-16.2,997.4,demo_simulation
2026-08-28,-65.14,-114.55,13.83,327.5,-10.3,1005.8,demo_simulation
2026-08-28,-65.14,-81.82,15.56,207.2,-13.2,1002.1,demo_simulation
2026-08-28,-65.14,-49.09,10.82,297.0,-12.0,976.7,demo_simulation
2026-08-28,-65.14,-16.36,12.81,25.1,-15.2,968.3,demo_simulation
2026-08-28,-65.14,16.36,8.76,199.4,-15.9,1006.3,demo_simulation
2026-08-28,-65.14,49.09,11.43,79.5,-11.0,1003.3,demo_simulation
2026-08-28,-65.14,81.82,9.87,10.3,-11.8,971.9,demo_simulation
2026-08-28,-65.14,114.55,13.22,204.9,-11.4,967.2,demo_simulation
2026-08-28,-65.14,147.27,15.8,342.2,-15.4,1006.8,demo_simulation
2026-08-28,-65.14,180.0,11.98,289.2,-17.4,984.5,demo_simulation
2026-08-28,-62.57,-180.0,16.12,316.3,-7.1,973.4,demo_simulation
2026-08-28,-62.57,-147.27,10.55,143.3,-11.3,962.9,demo_simulation
2026-08-28,-62.57,-114.55,11.14,204.6,-9.8,973.5,demo_simulation
2026-08-28,-62.57,-81.82,11.11,316.7,-10.0,1004.9,demo_simulation
2026-08-28,-62.57,-49.09,7.89,269.0,-8.6,972.9,demo_simulation
2026-08-28,-62.57,-16.36,6.07,224.6,-16.2,998.7,demo_simulation
2026-08-28,-62.57,16.36,11.29,337.1,-13.2,998.9,demo_simulation
2026-08-28,-62.57,49.09,10.95,303.8,-9.5,965.9,demo_simulation
2026-08-28,-62.57,81.82,9.39,76.5,-17.2,968.4,demo_simulation
2026-08-28,-62.57,114.55,17.17,57.3,-8.9,977.9,demo_simulation
2026-08-28,-62.57,147.27,9.01,267.3,-10.5,989.6,demo_simulation
2026-08-28,-62.57,180.0,16.06,220.7,-10.1,982.6,demo_simulation
2026-08-28,-60.0,-180.0,9.04,132.7,-4.7,978.2,demo_simulation
2026-08-28,-60.0,-147.27,7.95,158.3,-5.2,976.7,demo_simulation
2026-08-28,-60.0,-114.55,11.31,67.1,-14.9,1005.2,demo_simulation
2026-08-28,-60.0,-81.82,15.91,229.7,-6.6,979.1,demo_simulation
2026-08-28,-60.0,-49.09,9.15,29.9,-6.8,974.4,demo_simulation
2026-08-28,-60.0,-16.36,9.88,149.9,-11.7,962.4,demo_simulation
2026-08-28,-60.0,16.36,10.86,163.1,-7.4,1000.5,demo_simulation
2026-08-28,-60.0,49.09,14.03,124.8,-13.7,998.9,demo_simulation
2026-08-28,-60.0,81.82,10.29,89.4,-13.5,992.3,demo_simulation
2026-08-28,-60.0,114.55,16.83,351.2,-9.0,988.1,demo_simulation
2026-08-28,-60.0,147.27,10.29,338.8,-9.3,971.8,demo_simulation
2026-08-28,-60.0,180.0,7.71,180.0,-4.9,971.9,demo_simulation
2026-08-27,-78.0,-180.0,12.67,187.6,-25.1,996.6,demo_simulation
2026-08-27,-78.0,-147.27,5.5,68.0,-27.5,1001.7,demo_simulation
2026-08-27,-78.0,-114.55,17.46,155.5,-21.4,997.6,demo_simulation
2026-08-27,-78.0,-81.82,8.17,120.1,-21.7,995.5,demo_simulation
2026-08-27,-78.0,-49.09,14.73,297.1,-23.1,986.0,demo_simulation
2026-08-27,-78.0,-16.36,15.98,53.2,-27.0,983.2,demo_simulation
2026-08-27,-78.0,16.36,16.99,51.5,-23.4,969.7,demo_simulation
2026-08-27,-78.0,49.09,17.62,80.4,-30.8,994.7,demo_simulation
2026-08-27,-78.0,81.82,13.25,333.1,-19.2,985.0,demo_simulation
2026-08-27,-78.0,114.55,16.33,161.7,-23.8,971.9,demo_simulation
2026-08-27,-78.0,147.27,10.61,286.1,-21.1,970.6,demo_simulation
2026-08-27,-78.0,180.0,17.64,353.4,-24.3,975.8,demo_simulation
2026-08-27,-75.43,-180.0,13.52,71.9,-19.7,999.2,demo_simulation
2026-08-27,-75.43,-147.27,16.61,293.1,-19.6,990.4,demo_simulation
2026-08-27,-75.43,-114.55,13.37,55.2,-21.0,997.6,demo_simulation
2026-08-27,-75.43,-81.82,11.81,72.8,-24.7,976.9,demo_simulation
2026-08-27,-75.43,-49.09,14.53,78.9,-21.5,973.7,demo_simulation
2026-08-27,-75.43,-16.36,15.71,257.7,-21.3,996.7,demo_simulation
2026-08-27,-75.43,16.36,6.1,142.8,-19.9,997.8,demo_simulation
2026-08-27,-75.43,49.09,10.15,128.3,-16.4,988.1,demo_simulation
2026-08-27,-75.43,81.82,12.24,18.3,-20.5,962.7,demo_simulation
2026-08-27,-75.43,114.55,6.45,137.7,-20.2,966.9,demo_simulation
2026-08-27,-75.43,147.27,15.49,206.8,-19.5,990.5,demo_simulation
2026-08-27,-75.43,180.0,13.62,235.5,-25.5,989.6,demo_simulation
2026-08-27,-72.86,-180.0,13.19,35.0,-22.3,995.9,demo_simulation
2026-08-27,-72.86,-147.27,5.16,261.1,-22.3,1004.7,demo_simulation
2026-08-27,-72.86,-114.55,10.32,211.5,-24.1,982.5,demo_simulation
2026-08-27,-72.86,-81.82,5.38,324.1,-14.8,1000.6,demo_simulation
2026-08-27,-72.86,-49.09,11.58,266.0,-15.3,983.0,demo_simulation
2026-08-27,-72.86,-16.36,14.35,77.8,-20.5,1002.4,demo_simulation
2026-08-27,-72.86,16.36,16.47,28.5,-18.3,1000.2,demo_simulation
2026-08-27,-72.86,49.09,7.87,101.3,-20.7,962.5,demo_simulation
2026-08-27,-72.86,81.82,17.48,269.5,-19.3,961.0,demo_simulation
2026-08-27,-72.86,114.55,11.58,246.2,-12.0,968.0,demo_simulation
2026-08-27,-72.86,147.27,5.86,256.5,-22.3,999.8,demo_simulation
2026-08-27,-72.86,180.0,11.57,339.2,-19.2,1006.8,demo_simulation
2026-08-27,-70.29,-180.0,13.47,205.6,-17.0,977.5,demo_simulation
2026-08-27,-70.29,-147.27,17.34,147.6,-20.6,961.4,demo_simulation
2026-08-27,-70.29,-114.55,6.33,126.6,-14.5,969.6,demo_simulation
2026-08-27,-70.29,-81.82,8.64,155.8,-21.3,998.0,demo_simulation
2026-08-27,-70.29,-49.09,16.67,14.1,-22.3,983.3,demo_simulation
2026-08-27,-70.29,-16.36,10.21,29.3,-20.9,963.1,demo_simulation
2026-08-27,-70.29,16.36,7.17,75.6,-13.7,1000.8,demo_simulation
2026-08-27,-70.29,49.09,10.94,328.5,-17.6,960.6,demo_simulation
2026-08-27,-70.29,81.82,10.33,4.7,-15.1,972.1,demo_simulation
2026-08-27,-70.29,114.55,6.49,279.3,-14.3,965.2,demo_simulation
2026-08-27,-70.29,147.27,17.11,157.3,-19.0,980.1,demo_simulation
2026-08-27,-70.29,180.0,12.36,206.0,-20.1,1007.3,demo_simulation
2026-08-27,-67.71,-180.0,8.96,7.8,-18.3,997.7,demo_simulation
2026-08-27,-67.71,-147.27,8.24,264.5,-19.0,1008.6,demo_simulation
2026-08-27,-67.71,-114.55,16.52,78.0,-14.3,963.8,demo_simulation
2026-08-27,-67.71,-81.82,13.37,334.8,-10.1,965.1,demo_simulation
2026-08-27,-67.71,-49.09,13.11,149.6,-10.7,980.5,demo_simulation
2026-08-27,-67.71,-16.36,11.15,209.4,-15.5,985.5,demo_simulation
2026-08-27,-67.71,16.36,5.82,157.1,-16.8,964.3,demo_simulation
2026-08-27,-67.71,49.09,5.87,91.2,-16.7,983.2,demo_simulation
2026-08-27,-67.71,81.82,15.87,142.9,-15.6,985.6,demo_simulation
2026-08-27,-67.71,114.55,16.15,268.4,-15.6,970.0,demo_simulation
2026-08-27,-67.71,147.27,11.1,174.3,-14.2,989.6,demo_simulation
2026-08-27,-67.71,180.0,10.31,211.8,-12.1,1009.7,demo_simulation
2026-08-27,-65.14,-180.0,10.16,265.9,-14.7,985.5,demo_simulation
2026-08-27,-65.14,-147.27,6.62,17.2,-11.8,992.3,demo_simulation
2026-08-27,-65.14,-114.55,12.5,168.1,-11.8,1008.8,demo_simulation
2026-08-27,-65.14,-81.82,15.98,103.0,-18.0,997.3,demo_simulation
2026-08-27,-65.14,-49.09,11.89,38.3,-16.7,978.3,demo_simulation
2026-08-27,-65.14,-16.36,6.9,229.4,-11.5,984.9,demo_simulation
2026-08-27,-65.14,16.36,17.39,48.1,-14.3,1007.0,demo_simulation
2026-08-27,-65.14,49.09,17.73,350.8,-11.0,998.8,demo_simulation
2026-08-27,-65.14,81.82,11.09,37.5,-12.5,995.8,demo_simulation
2026-08-27,-65.14,114.55,6.98,310.3,-9.8,1000.8,demo_simulation
2026-08-27,-65.14,147.27,9.76,338.1,-11.5,964.4,demo_simulation
2026-08-27,-65.14,180.0,7.11,180.0,-12.1,988.8,demo_simulation
2026-08-27,-62.57,-180.0,17.44,95.6,-7.0,994.4,demo_simulation
2026-08-27,-62.57,-147.27,7.86,147.6,-13.8,995.9,demo_simulation
2026-08-27,-62.57,-114.55,7.81,16.2,-12.8,992.8,demo_simulation
2026-08-27,-62.57,-81.82,8.67,267.0,-11.9,1005.0,demo_simulation
2026-08-27,-62.57,-49.09,15.22,264.1,-10.8,963.8,demo_simulation
2026-08-27,-62.57,-16.36,11.08,217.4,-4.2,1003.5,demo_simulation
2026-08-27,-62.57,16.36,15.53,190.4,-12.6,996.9,demo_simulation
2026-08-27,-62.57,49.09,15.79,101.9,-9.1,961.3,demo_simulation
2026-08-27,-62.57,81.82,8.16,148.7,-11.8,989.5,demo_simulation
2026-08-27,-62.57,114.55,15.55,128.0,-11.7,998.2,demo_simulation
2026-08-27,-62.57,147.27,13.12,274.7,-12.4,995.1,demo_simulation
2026-08-27,-62.57,180.0,5.04,18.8,-13.9,973.6,demo_simulation
2026-08-27,-60.0,-180.0,17.4,49.9,-10.0,961.4,demo_simulation
2026-08-27,-60.0,-147.27,12.01,26.1,-13.3,965.6,demo_simulation
2026-08-27,-60.0,-114.55,10.92,220.1,-9.2,985.9,demo_simulation
2026-08-27,-60.0,-81.82,17.52,13.3,-7.2,989.2,demo_simulation
2026-08-27,-60.0,-49.09,17.27,274.6,-6.7,985.1,demo_simulation
2026-08-27,-60.0,-16.36,11.68,234.6,-5.0,985.2,demo_simulation
2026-08-27,-60.0,16.36,8.78,112.1,-6.3,984.2,demo_simulation
2026-08-27,-60.0,49.09,10.79,334.8,-13.1,971.8,demo_simulation
2026-08-27,-60.0,81.82,12.42,135.7,-6.5,997.5,demo_simulation
2026-08-27,-60.0,114.55,13.76,59.6,-4.9,973.8,demo_simulation
2026-08-27,-60.0,147.27,7.23,48.3,-12.3,990.5,demo_simulation
2026-08-27,-60.0,180.0,11.51,157.9,-10.5,989.9,demo_simulation
2026-08-26,-78.0,-180.0,10.39,198.9,-22.5,980.6,demo_simulation
2026-08-26,-78.0,-147.27,16.8,346.0,-23.5,993.2,demo_simulation
2026-08-26,-78.0,-114.55,7.91,261.0,-26.4,976.8,demo_simulation
2026-08-26,-78.0,-81.82,12.92,278.5,-19.7,971.5,demo_simulation
2026-08-26,-78.0,-49.09,6.31,16.9,-25.1,1000.4,demo_simulation
2026-08-26,-78.0,-16.36,15.44,246.2,-23.3,969.3,demo_simulation
2026-08-26,-78.0,16.36,9.25,273.5,-25.5,977.7,demo_simulation
2026-08-26,-78.0,49.09,13.57,324.4,-27.6,998.4,demo_simulation
2026-08-26,-78.0,81.82,5.06,337.2,-19.7,1000.0,demo_simulation
2026-08-26,-78.0,114.55,17.7,70.5,-24.1,995.8,demo_simulation
2026-08-26,-78.0,147.27,6.26,133.0,-26.5,995.0,demo_simulation
2026-08-26,-78.0,180.0,8.77,82.3,-17.4,991.2,demo_simulation
2026-08-26,-75.43,-180.0,12.38,149.1,-14.2,993.7,demo_simulation
2026-08-26,-75.43,-147.27,10.62,356.3,-19.0,990.2,demo_simulation
2026-08-26,-75.43,-114.55,9.36,129.0,-24.6,985.9,demo_simulation
2026-08-26,-75.43,-81.82,15.63,194.5,-23.1,976.0,demo_simulation
2026-08-26,-75.43,-49.09,5.84,56.0,-22.9,976.7,demo_simulation
2026-08-26,-75.43,-16.36,10.46,169.7,-21.9,967.8,demo_simulation
2026-08-26,-75.43,16.36,6.88,31.7,-24.4,970.2,demo_simulation
2026-08-26,-75.43,49.09,7.83,339.2,-21.1,980.1,demo_simulation
2026-08-26,-75.43,81.82,13.66,117.7,-20.3,1000.2,demo_simulation
2026-08-26,-75.43,114.55,11.08,164.1,-24.9,966.5,demo_simulation
2026-08-26,-75.43,147.27,8.16,275.4,-19.2,982.5,demo_simulation
2026-08-26,-75.43,180.0,8.74,281.5,-20.4,993.5,demo_simulation
2026-08-26,-72.86,-180.0,11.93,236.4,-20.1,980.1,demo_simulation
2026-08-26,-72.86,-147.27,17.02,184.0,-17.8,986.8,demo_simulation
2026-08-26,-72.86,-114.55,12.24,50.4,-25.2,994.3,demo_simulation
2026-08-26,-72.86,-81.82,8.3,242.8,-19.4,988.4,demo_simulation
2026-08-26,-72.86,-49.09,8.59,137.9,-20.9,963.7,demo_simulation
2026-08-26,-72.86,-16.36,14.3,198.9,-20.5,962.4,demo_simulation
2026-08-26,-72.86,16.36,11.0,153.1,-17.7,969.4,demo_simulation
2026-08-26,-72.86,49.09,5.23,267.8,-16.7,993.8,demo_simulation
2026-08-26,-72.86,81.82,17.24,28.0,-15.7,997.2,demo_simulation
2026-08-26,-72.86,114.55,12.56,260.8,-18.5,1001.4,demo_simulation
2026-08-26,-72.86,147.27,15.88,337.6,-19.8,993.2,demo_simulation
2026-08-26,-72.86,180.0,7.53,13.0,-21.5,994.9,demo_simulation
2026-08-26,-70.29,-180.0,16.53,94.5,-12.4,960.8,demo_simulation
2026-08-26,-70.29,-147.27,16.49,128.0,-13.5,999.4,demo_simulation
2026-08-26,-70.29,-114.55,13.48,193.5,-21.8,997.6,demo_simulation
2026-08-26,-70.29,-81.82,7.79,183.0,-18.6,963.2,demo_simulation
2026-08-26,-70.29,-49.09,9.48,353.8,-22.9,968.2,demo_simulation
2026-08-26,-70.29,-16.36,15.66,36.1,-23.3,978.0,demo_simulation
2026-08-26,-70.29,16.36,9.81,238.7,-15.3,977.0,demo_simulation
2026-08-26,-70.29,49.09,7.98,74.6,-15.3,973.9,demo_simulation
2026-08-26,-70.29,81.82,8.37,322.8,-14.5,984.5,demo_simulation
2026-08-26,-70.29,114.55,17.38,67.4,-18.9,1000.9,demo_simulation
2026-08-26,-70.29,147.27,10.68,297.2,-15.7,963.8,demo_simulation
2026-08-26,-70.29,180.0,17.89,215.0,-18.8,1004.2,demo_simulation
2026-08-26,-67.71,-180.0,10.82,154.2,-15.8,992.8,demo_simulation
2026-08-26,-67.71,-147.27,17.22,161.4,-18.3,980.7,demo_simulation
2026-08-26,-67.71,-114.55,8.04,338.5,-13.3,992.9,demo_simulation
2026-08-26,-67.71,-81.82,12.08,88.2,-14.3,984.9,demo_simulation
2026-08-26,-67.71,-49.09,15.25,46.0,-17.3,975.4,demo_simulation
2026-08-26,-67.71,-16.36,5.51,176.3,-15.8,988.5,demo_simulation
2026-08-26,-67.71,16.36,11.04,236.7,-15.5,968.9,demo_simulation
2026-08-26,-67.71,49.09,9.77,306.6,-14.1,999.3,demo_simulation
2026-08-26,-67.71,81.82,6.27,31.0,-16.6,1002.7,demo_simulation
2026-08-26,-67.71,114.55,10.16,307.7,-18.4,971.9,demo_simulation
2026-08-26,-67.71,147.27,11.21,96.2,-18.7,983.7,demo_simulation
2026-08-26,-67.71,180.0,16.9,45.8,-13.0,983.0,demo_simulation
2026-08-26,-65.14,-180.0,12.32,22.9,-7.9,971.6,demo_simulation
2026-08-26,-65.14,-147.27,11.3,188.1,-13.6,968.4,demo_simulation
2026-08-26,-65.14,-114.55,17.56,1.2,-15.9,985.1,demo_simulation
2026-08-26,-65.14,-81.82,8.44,76.6,-12.4,1007.8,demo_simulation
2026-08-26,-65.14,-49.09,12.72,216.9,-11.8,982.5,demo_simulation
2026-08-26,-65.14,-16.36,14.06,327.2,-17.8,988.2,demo_simulation
2026-08-26,-65.14,16.36,6.23,210.4,-21.0,964.2,demo_simulation
2026-08-26,-65.14,49.09,10.96,295.0,-10.5,961.0,demo_simulation
2026-08-26,-65.14,81.82,14.88,292.1,-17.7,1002.7,demo_simulation
2026-08-26,-65.14,114.55,7.21,227.8,-12.4,960.3,demo_simulation
2026-08-26,-65.14,147.27,17.69,338.1,-9.7,979.3,demo_simulation
2026-08-26,-65.14,180.0,6.78,106.2,-9.0,1001.5,demo_simulation
2026-08-26,-62.57,-180.0,11.84,238.0,-14.2,999.5,demo_simulation
2026-08-26,-62.57,-147.27,16.99,145.0,-10.9,969.3,demo_simulation
2026-08-26,-62.57,-114.55,14.27,4.1,-10.2,997.0,demo_simulation
2026-08-26,-62.57,-81.82,7.0,101.0,-5.3,967.2,demo_simulation
2026-08-26,-62.57,-49.09,8.49,8.5,-9.5,1005.5,demo_simulation
2026-08-26,-62.57,-16.36,16.39,79.1,-9.7,966.3,demo_simulation
2026-08-26,-62.57,16.36,5.88,274.7,-10.9,966.8,demo_simulation
2026-08-26,-62.57,49.09,13.49,115.1,-12.0,971.6,demo_simulation
2026-08-26,-62.57,81.82,6.38,293.8,-8.6,1003.1,demo_simulation
2026-08-26,-62.57,114.55,15.51,302.5,-8.1,997.7,demo_simulation
2026-08-26,-62.57,147.27,12.02,318.5,-13.5,973.7,demo_simulation
2026-08-26,-62.57,180.0,10.98,20.7,-8.6,961.8,demo_simulation
2026-08-26,-60.0,-180.0,9.98,37.0,-7.6,973.2,demo_simulation
2026-08-26,-60.0,-147.27,6.23,199.9,-9.3,992.1,demo_simulation
2026-08-26,-60.0,-114.55,10.86,348.3,-11.1,975.1,demo_simulation
2026-08-26,-60.0,-81.82,9.25,175.1,-9.8,983.9,demo_simulation
2026-08-26,-60.0,-49.09,17.87,257.9,-0.6,984.1,demo_simulation
2026-08-26,-60.0,-16.36,15.54,70.7,-2.2,1000.1,demo_simulation
2026-08-26,-60.0,16.36,14.06,335.9,-13.9,1001.0,demo_simulation
2026-08-26,-60.0,49.09,16.79,307.9,-10.8,983.7,demo_simulation
2026-08-26,-60.0,81.82,8.46,103.0,-8.3,981.8,demo_simulation
2026-08-26,-60.0,114.55,5.1,103.2,-12.9,996.6,demo_simulation
2026-08-26,-60.0,147.27,9.48,74.4,-8.6,968.1,demo_simulation
